nro_legajo;edad_ingreso;zona;distancia_km;horas_trabajo_sem;beca;promedio_1er_anio;materias_aprobadas_1er_anio;asistencia_pct;reinscripcion_tardia;abandona
90115;21;Rural;33.5;16;si;6.03;5;70.8;no;no
70077;21;Centro;6.8;0;no;7.5;5;60.5;si;no
58246;18;Rural;69.1;3;si;5.14;3;91.6;no;no
58342;24;Norte;1.5;0;si;7.61;4;92.8;no;si
20352;23;Oeste;2.2;21;no;5.68;6;83.4;si;no
49540;21;Rural;4.9;25;no;6.07;2;69.2;no;si
29471;22;Centro;9.7;7;no;5.87;5;69.2;no;no
41512;19;Norte;5.6;24;no;6.03;4;67.3;no;si
43846;22;Rural;20.9;34;si;4.82;2;70.4;no;si
99860;23;Sur;2.6;28;si;5.86;4;61.9;no;no
71763;22;Norte;2.8;7;no;7.37;4;98.0;no;no
39816;25;Sur;1.0;26;si;5.94;5;69.2;no;no
95284;24;Oeste;14.3;40;no;3.56;0;58.7;no;si
65247;17;Norte;1.3;12;si;7.61;8;86.0;no;no
36552;17;Centro;21.9;15;no;7.82;6;83.8;no;no
32010;17;Norte;4.1;16;no;5.56;4;76.1;no;no
28904;20;Rural;60.1;27;no;5.08;4;61.0;si;si
65911;17;Norte;5.7;23;no;7.75;7;74.8;no;no
62438;23;Norte;7.9;17;no;6.67;5;75.9;si;no
54935;17;Norte;11.3;3;no;9.87;9;62.6;si;no
81817;26;Sur;5.4;6;si;6.92;4;68.2;no;no
58512;19;Rural;8.6;23;si;5.8;4;81.9;no;no
23839;22;Sur;21.5;39;no;6.54;5;57.9;no;si
31740;17;Centro;1.6;0;si;7.34;6;81.1;no;no
99528;25;Oeste;2.4;16;si;5.75;5;70.7;no;no
71769;21;Sur;13.7;31;no;3.73;2;69.5;si;no
68440;23;Sur;28.8;17;no;7.05;5;78.7;no;no
91072;25;Centro;12.6;0;no;7.64;8;86.5;no;no
73589;22;Centro;2.5;24;no;7.28;5;70.9;si;no
98641;23;Sur;27.0;19;no;7.43;7;72.3;no;no
68168;21;Norte;15.9;21;si;9.46;7;60.3;si;no
34782;24;Oeste;14.7;3;no;8.85;8;91.3;no;no
95284;20;Centro;0.5;0;no;7.5;5;88.7;no;no
31463;22;Oeste;8.3;37;no;5.2;4;68.2;no;si
32837;21;Oeste;16.1;23;si;6.55;6;52.2;si;no
73221;17;Norte;15.4;11;no;5.82;6;60.3;no;no
85201;17;Sur;0.5;0;no;7.18;8;73.6;no;no
92181;20;Rural;6.9;38;no;6.04;6;63.4;si;no
93984;21;Norte;1.4;31;no;6.4;5;59.5;si;no
64495;19;Oeste;2.5;25;no;7.23;6;50.6;si;no
63267;19;Sur;4.9;11;no;7.04;5;75.9;no;no
66843;18;Norte;1.2;17;no;8.65;8;66.9;no;no
29419;24;Sur;8.9;16;si;9.22;7;87.5;no;no
33940;19;Centro;19.9;0;no;7.74;7;82.1;no;no
82585;18;Sur;8.8;20;si;4.51;5;73.9;no;no
51945;18;Sur;0.5;2;no;6.29;5;72.5;no;no
86480;21;Oeste;6.6;32;no;5.29;4;68.5;no;no
43902;20;Oeste;18.8;33;si;4.46;3;67.6;si;no
91910;17;Centro;9.3;8;no;8.29;4;86.0;no;no
57745;17;Oeste;5.0;8;si;5.86;4;86.7;no;no
90550;20;Norte;40.8;15;no;6.17;3;73.5;no;si
23127;17;Norte;5.3;3;no;7.86;8;83.1;no;no
73725;24;Rural;69.7;23;no;6.57;5;67.4;no;si
88463;21;Rural;4.2;25;no;5.94;4;72.2;si;si
65147;18;Norte;10.7;6;no;7.56;8;72.3;no;no
74359;22;Centro;12.8;18;no;5.97;3;76.8;no;no
83720;21;Sur;12.8;24;no;6.85;5;66.3;no;no
38618;17;Norte;4.5;24;no;5.54;6;58.2;no;si
62141;22;Rural;3.3;21;no;6.69;3;71.9;no;no
99596;20;Norte;17.2;7;no;5.24;4;76.9;no;no
73461;21;Oeste;8.3;31;no;5.95;2;64.7;no;si
42453;18;Sur;15.0;24;no;7.42;4;66.1;no;si
48793;21;Sur;2.9;33;no;7.22;6;73.9;no;no
64147;21;Rural;44.8;11;no;5.43;5;74.2;no;no
70807;21;Sur;5.8;0;no;6.98;5;77.1;no;no
90278;21;Oeste;3.3;27;si;6.79;9;54.6;si;no
43696;21;Oeste;3.3;26;si;5.33;4;64.5;no;no
51096;23;Oeste;6.6;2;no;5.69;5;73.4;no;no
77418;22;Sur;0.5;32;si;4.29;4;75.6;no;no
88586;24;Oeste;0.9;31;si;6.47;4;67.6;no;no
84836;17;Centro;9.0;19;no;8.97;8;95.2;no;no
88263;21;Centro;3.5;5;no;9.37;9;60.2;no;no
62438;22;Rural;43.9;23;no;6.74;3;88.6;no;no
52580;22;Centro;44.6;0;no;7.74;8;74.9;no;no
64602;17;Centro;9.8;20;no;5.56;5;64.0;no;no
67087;18;Oeste;2.5;20;no;4.93;3;74.4;no;no
43805;18;Centro;3.8;20;no;7.52;8;58.8;no;no
43933;17;Centro;7.1;12;no;7.23;7;72.1;no;no
86210;19;Norte;4.4;12;no;6.36;4;87.8;no;no
50010;25;Oeste;8.8;34;no;3.76;4;73.2;si;no
40146;18;Centro;4.4;0;no;10.0;9;73.3;no;no
74322;22;Oeste;1.4;25;no;6.05;6;69.2;no;no
99911;23;Rural;6.6;33;no;5.21;1;57.9;si;si
56878;20;Sur;2.7;26;si;6.75;9;73.0;no;no
42357;21;Oeste;14.0;12;no;6.57;7;71.6;no;no
99326;18;Centro;7.4;11;no;6.16;3;100.0;si;si
54338;21;Sur;12.3;25;no;7.0;6;76.6;si;no
64068;29;Rural;22.8;3;si;2.47;1;63.7;si;si
64132;26;Rural;27.7;14;no;6.8;5;77.1;no;no
94458;17;Norte;2.7;0;no;8.28;7;83.9;no;no
55040;21;Oeste;1.7;28;no;8.1;6;61.2;si;no
94852;17;Centro;9.7;0;no;7.9;9;71.9;si;no
47160;22;Sur;9.0;29;no;4.11;3;65.2;no;si
38987;19;Sur;14.5;27;no;5.31;2;64.8;no;si
56053;21;Centro;42.9;9;si;8.31;7;64.9;si;no
35761;19;Norte;6.7;6;no;7.75;6;78.4;no;no
52025;24;Oeste;3.2;32;si;7.16;7;62.6;no;no
66484;18;Norte;5.0;10;no;7.86;3;80.0;no;no
86796;18;Norte;17.7;21;no;7.09;4;60.5;no;no
75499;24;Sur;0.5;22;si;7.04;7;81.9;no;no
44401;24;Centro;29.2;11;no;7.82;6;72.9;no;no
48575;21;Sur;23.8;15;no;5.21;5;85.0;si;no
24065;21;Norte;5.8;24;no;7.85;7;79.0;no;no
94547;19;Sur;16.9;24;si;5.38;6;87.6;no;no
62946;20;Sur;5.0;9;no;7.89;7;75.5;no;no
94114;19;Oeste;4.7;27;no;3.6;3;57.6;no;no
91319;26;Norte;4.8;7;no;6.48;6;76.9;no;no
57420;22;Sur;12.2;21;si;6.92;5;90.8;no;no
42507;19;Centro;5.9;12;no;7.78;6;55.2;no;no
27383;17;Oeste;3.2;17;no;5.63;4;60.1;no;si
55591;25;Norte;12.7;2;si;9.65;9;87.4;no;no
29606;22;Rural;3.6;26;no;6.99;3;53.4;no;si
29094;23;Oeste;0.5;28;si;8.06;7;68.4;no;no
37397;17;Oeste;2.8;15;si;7.74;6;59.7;no;no
66192;24;Oeste;10.4;18;no;7.6;7;73.3;no;no
52530;19;Centro;4.6;5;no;8.37;8;76.1;no;no
41736;20;Oeste;25.2;34;si;4.35;4;58.6;si;si
63091;23;Sur;1.3;27;si;6.08;4;59.2;si;si
81737;25;Oeste;29.8;33;no;6.12;5;65.7;si;no
55543;23;Oeste;6.2;17;no;8.19;9;68.6;no;no
81547;19;Centro;0.5;6;no;9.62;9;68.9;no;no
86301;23;Rural;9.5;21;no;4.55;3;88.4;si;no
87799;18;Centro;2.6;5;si;8.3;8;100.0;no;no
51195;21;Oeste;22.4;26;si;6.75;5;68.7;no;si
78261;18;Sur;15.2;19;si;7.05;5;76.7;no;no
56032;25;Norte;2.1;16;no;7.28;6;75.8;no;no
90298;20;Oeste;3.8;23;no;5.48;5;78.5;no;no
32374;18;Sur;7.9;39;no;6.82;3;68.7;no;no
75532;22;Oeste;7.2;10;no;5.23;3;78.7;no;no
29105;24;Sur;9.9;16;si;6.61;5;90.4;no;no
21804;19;Sur;4.7;2;no;7.57;5;80.0;no;no
65891;21;Sur;3.0;19;no;3.77;1;53.2;si;si
58045;20;Oeste;5.1;16;no;9.9;9;80.8;no;no
25694;24;Sur;23.2;12;no;4.02;3;80.4;no;si
28366;19;Norte;19.4;17;no;7.4;8;93.6;no;no
69734;28;Oeste;28.9;30;no;6.23;4;54.9;no;si
32537;23;Sur;16.3;29;si;7.83;5;57.1;no;no
52238;24;Oeste;0.5;35;no;7.37;5;63.3;si;si
91025;19;Oeste;9.2;16;no;4.38;2;75.3;no;si
28626;22;Rural;51.2;14;si;6.63;5;64.8;si;no
50985;19;Rural;18.6;28;si;6.64;6;57.7;si;no
60949;21;Rural;21.2;31;si;7.79;5;60.3;no;si
98189;17;Norte;0.9;5;si;5.81;5;69.6;no;no
20693;23;Oeste;1.9;43;si;6.46;6;55.4;si;no
96760;19;Rural;30.1;6;no;7.94;5;70.1;no;no
85683;24;Oeste;3.2;24;no;6.23;4;68.7;no;si
50980;17;Centro;0.7;18;si;7.37;5;81.1;no;no
77983;22;Sur;13.2;20;no;6.07;4;92.8;no;no
67514;22;Norte;25.6;19;si;6.08;5;77.1;no;no
48174;21;Sur;3.9;29;no;4.98;5;58.9;no;no
21696;22;Oeste;9.8;35;no;5.39;5;53.1;si;si
94291;24;Oeste;10.8;23;no;4.38;4;61.9;no;si
24355;20;Centro;5.9;11;si;6.18;5;58.5;no;no
46863;23;Sur;11.1;22;no;6.83;5;72.1;no;no
21680;17;Sur;1.7;23;no;4.72;3;75.5;no;no
22370;21;Norte;2.3;2;no;7.15;5;85.4;si;no
22057;25;Sur;13.9;20;si;7.77;5;58.3;no;si
56398;20;Oeste;13.8;27;no;5.59;5;71.2;no;si
92402;17;Centro;8.0;25;si;6.29;5;75.0;no;no
75255;26;Oeste;3.3;17;si;6.02;4;65.2;no;no
68954;17;Sur;4.3;33;no;5.6;3;64.0;si;no
40270;18;Oeste;6.0;21;si;6.86;9;81.5;no;no
69042;20;Norte;9.9;21;no;5.58;4;72.0;no;no
91012;22;Oeste;4.0;6;si;7.88;6;81.4;no;no
53121;24;Centro;7.8;17;no;7.37;5;80.6;no;no
36702;21;Rural;3.5;29;no;6.07;3;76.1;no;si
33847;22;Sur;2.5;34;si;5.68;7;64.5;si;no
41674;23;Oeste;14.6;1;no;8.89;9;72.1;no;no
39622;21;Centro;2.2;0;no;8.54;6;75.0;si;no
42240;21;Norte;4.6;12;si;7.9;6;83.7;no;no
72994;22;Oeste;1.2;36;no;4.87;2;64.5;no;no
39857;20;Centro;6.2;0;no;9.37;9;73.8;no;no
85216;23;Oeste;3.3;14;si;9.03;8;84.3;no;no
97963;18;Norte;5.4;13;si;6.48;5;91.4;no;no
89151;20;Norte;0.5;1;no;6.1;2;85.6;no;no
34130;22;Centro;7.2;0;si;9.27;7;64.8;no;no
68322;17;Centro;0.5;12;no;7.26;9;69.9;no;no
69227;18;Oeste;18.8;28;no;6.37;3;58.8;no;si
89559;21;Rural;43.6;26;si;6.74;5;62.2;si;no
90059;20;Sur;0.7;28;no;8.2;4;55.7;si;no
45920;24;Oeste;5.1;40;si;7.23;8;63.9;no;no
40245;22;Oeste;13.2;24;si;10.0;9;61.4;si;no
51885;20;Centro;11.3;2;no;7.56;7;77.6;no;no
79618;18;Sur;7.1;7;no;8.47;4;80.1;no;no
21865;17;Sur;7.9;1;no;7.04;5;79.4;no;no
39822;17;Norte;8.3;17;si;6.9;8;80.6;no;no
65769;21;Centro;0.5;15;no;7.53;8;80.8;no;no
79328;25;Oeste;5.1;0;si;6.75;6;84.3;no;no
22986;25;Sur;1.5;26;si;6.24;4;66.5;no;no
58142;18;Oeste;10.4;21;no;8.66;8;89.2;no;no
42237;21;Rural;30.1;19;no;4.52;3;82.2;no;si
35480;20;Centro;2.5;22;si;7.82;6;59.0;no;no
76682;21;Rural;86.0;20;no;5.44;3;48.2;no;si
52457;24;Oeste;8.4;33;si;7.37;4;72.2;no;no
47337;23;Sur;4.2;20;si;4.87;5;75.3;no;no
34396;19;Centro;3.5;16;no;4.01;2;88.8;no;no
95926;25;Oeste;11.0;31;si;3.95;4;58.9;no;si
41123;17;Norte;0.5;7;si;5.39;2;78.9;no;no
69393;21;Oeste;5.6;7;no;6.29;5;69.2;no;no
86542;17;Oeste;10.1;39;si;3.86;2;83.6;no;si
96978;22;Sur;1.7;6;no;7.44;8;86.0;no;no
60414;17;Centro;1.2;9;no;5.55;4;91.6;no;no
98513;22;Sur;2.6;14;no;6.91;6;81.0;no;no
80626;17;Oeste;8.1;12;si;5.75;3;67.5;no;no
94716;24;Rural;5.6;18;si;7.98;7;92.7;no;no
34074;20;Centro;13.3;11;no;6.88;5;87.1;si;no
33781;19;Sur;15.9;40;si;4.57;2;74.3;no;no
21971;21;Centro;5.1;17;si;7.36;4;81.6;no;no
42918;19;Oeste;2.1;11;si;4.27;3;74.6;no;no
52546;17;Centro;4.2;22;si;7.33;5;74.0;no;no
99889;22;Sur;0.8;43;no;4.27;1;85.1;no;si
23357;24;Oeste;29.3;12;no;6.52;8;65.3;no;no
84451;20;Centro;3.7;20;si;6.78;6;69.7;no;no
96504;25;Oeste;3.0;27;si;7.03;7;57.7;si;no
21400;21;Centro;3.2;1;no;7.28;4;75.9;si;no
66799;22;Norte;3.6;12;no;6.69;7;73.5;no;no
81465;22;Centro;3.0;9;no;6.05;4;63.1;no;no
82112;22;Norte;3.8;14;no;7.83;7;65.5;no;no
78423;20;Sur;5.3;30;no;4.9;3;61.8;no;no
72296;21;Oeste;2.6;4;si;3.98;3;81.5;si;no
73401;24;Oeste;23.6;34;si;7.95;7;47.9;no;no
71776;21;Sur;12.4;11;no;5.48;3;57.7;no;si
94031;21;Sur;1.1;26;no;5.48;1;74.3;no;si
63153;17;Centro;3.7;0;no;8.39;8;89.5;no;no
71058;23;Oeste;2.8;22;no;6.68;4;96.6;no;no
25054;23;Norte;6.5;9;no;7.4;3;60.5;si;no
80142;17;Sur;6.6;12;si;6.79;4;78.8;no;no
78440;18;Norte;0.9;7;no;6.74;4;81.0;no;no
35339;26;Oeste;0.5;25;si;4.5;3;83.0;no;no
41486;17;Centro;34.5;5;si;10.0;8;64.6;no;no
80592;23;Norte;10.9;29;si;8.36;8;66.4;no;no
39055;22;Centro;2.1;6;no;6.95;5;84.8;si;no
93661;25;Centro;14.6;5;no;7.05;6;85.2;no;no
86527;20;Norte;4.2;3;no;7.52;7;82.8;no;no
87651;21;Sur;9.5;20;si;4.45;0;82.3;no;no
63982;17;Centro;6.9;15;si;9.73;9;76.9;no;no
58796;22;Rural;37.4;38;no;3.94;1;62.0;no;si
54030;24;Sur;6.7;20;no;7.83;8;66.4;no;no
58314;21;Oeste;7.7;23;no;6.02;4;65.8;si;no
55350;24;Rural;0.8;32;si;2.29;0;66.6;no;si
23871;22;Norte;6.3;8;no;7.07;3;73.2;no;no
73728;22;Centro;10.1;3;no;9.08;7;68.1;no;no
41575;17;Norte;2.5;21;no;5.61;0;64.1;no;no
71868;17;Centro;0.8;8;no;7.34;7;63.8;no;no
49826;25;Rural;9.2;24;no;6.79;6;80.1;no;no
40744;19;Oeste;0.5;28;no;5.31;3;73.3;no;no
82132;22;Oeste;15.0;27;no;6.26;5;93.5;si;no
28811;20;Oeste;5.8;37;no;3.21;2;56.2;si;si
96311;19;Centro;0.5;7;no;8.18;6;100.0;si;no
59122;24;Oeste;0.7;16;no;3.46;0;88.9;no;no
89223;23;Oeste;31.4;7;si;8.47;6;64.8;no;no
75527;22;Sur;1.2;31;no;3.79;1;60.4;no;si
72908;23;Rural;6.4;27;si;6.87;6;72.6;no;no
96040;18;Rural;6.4;23;no;3.21;1;58.2;no;si
96911;17;Oeste;14.1;16;no;5.43;8;72.2;si;no
48692;22;Rural;13.3;33;no;7.32;7;58.5;no;no
48840;22;Norte;2.0;23;no;8.11;5;74.6;no;no
21939;17;Centro;8.8;16;no;5.47;5;65.4;no;no
69662;21;Sur;0.5;35;si;7.49;3;69.2;no;no
27672;24;Norte;19.4;2;no;6.15;6;85.3;no;no
93672;23;Norte;8.7;2;si;7.89;6;87.6;no;no
90842;23;Sur;22.8;27;si;6.38;6;71.2;no;no
40844;22;Norte;2.0;7;no;6.45;6;67.4;si;si
34287;17;Norte;17.6;0;no;8.71;7;61.2;si;no
53126;22;Rural;12.1;23;si;6.07;6;71.4;no;no
97829;21;Centro;8.0;0;no;9.81;9;79.4;no;no
85532;21;Rural;66.6;16;no;6.75;4;57.9;si;si
66094;17;Norte;1.4;35;no;7.87;6;71.5;no;no
45998;18;Sur;4.9;7;no;9.26;8;74.1;no;no
42563;23;Sur;4.1;23;no;6.28;8;44.7;no;no
84223;23;Rural;29.3;11;no;6.34;3;70.2;si;no
65695;22;Oeste;6.1;31;no;7.09;4;80.2;no;si
87650;24;Rural;18.9;38;no;6.72;6;66.9;no;no
65193;17;Centro;17.2;12;no;7.41;7;65.1;no;no
62209;23;Norte;16.2;0;si;8.46;6;90.1;no;no
53445;24;Rural;36.9;13;si;6.0;5;69.8;no;no
20843;27;Rural;13.0;32;no;4.19;5;76.7;no;no
81687;19;Centro;3.4;27;si;7.92;4;52.0;si;si
72025;20;Norte;9.7;11;si;8.1;8;81.1;no;no
33277;22;Norte;5.3;31;no;5.78;5;70.3;si;si
72107;19;Sur;10.1;21;no;4.01;0;64.4;no;no
38338;18;Norte;1.2;13;no;8.88;9;63.6;no;no
58575;20;Norte;8.6;2;no;7.54;6;79.8;no;no
84313;24;Rural;41.5;17;no;5.97;2;71.4;no;no
23764;17;Centro;0.5;11;no;6.7;5;75.4;no;no
22622;19;Rural;6.8;29;no;6.92;4;60.4;si;si
89556;21;Sur;2.9;23;no;8.08;5;62.0;no;no
20495;17;Sur;0.5;32;si;6.36;5;65.7;no;no
39180;19;Oeste;4.5;26;si;5.91;5;80.6;no;no
71855;21;Sur;3.4;13;si;6.69;5;74.9;no;no
73091;21;Sur;8.8;25;no;6.21;3;63.2;si;si
88787;22;Rural;90.0;7;no;7.29;6;67.0;no;no
32780;21;Sur;20.8;25;no;4.34;3;63.2;no;no
75264;24;Centro;14.3;6;no;9.25;9;78.7;no;no
85534;19;Norte;3.4;15;si;5.76;4;79.3;no;no
87918;21;Sur;9.2;26;si;5.79;4;81.1;no;no
75976;23;Sur;1.6;12;si;5.43;4;80.3;no;no
95114;23;Sur;12.7;43;no;5.33;4;65.7;si;si
34429;18;Centro;0.5;15;no;8.85;7;80.8;no;no
28486;20;Centro;1.9;18;no;7.42;6;70.9;no;no
80085;23;Norte;0.5;4;no;7.83;6;80.0;no;no
78976;23;Oeste;10.2;23;no;4.5;2;77.8;no;no
80923;22;Norte;1.0;0;no;8.8;8;85.8;no;no
46912;18;Centro;6.2;0;no;9.36;8;89.6;no;no
27998;22;Sur;5.4;0;si;7.45;5;75.6;no;no
49149;21;Oeste;23.0;29;no;4.79;3;62.3;si;si
75099;24;Norte;6.4;7;no;7.57;7;79.0;no;no
98954;21;Oeste;7.1;24;no;7.18;7;72.7;no;no
47821;20;Centro;11.8;4;no;8.27;6;77.8;si;no
42372;17;Norte;8.1;19;no;7.68;6;76.1;si;no
63142;22;Oeste;15.7;15;si;6.86;4;70.9;no;no
69759;23;Oeste;10.4;31;no;7.27;8;66.2;no;no
73878;19;Norte;5.0;17;si;6.36;5;76.4;no;no
90792;18;Sur;5.1;34;no;6.55;6;70.7;no;no
22224;20;Norte;2.6;6;no;8.08;6;82.0;no;no
29865;20;Oeste;5.4;31;si;6.54;6;62.2;no;no
95806;23;Centro;3.0;27;no;5.13;6;73.9;no;no
67095;18;Norte;5.7;11;si;3.99;2;90.3;no;no
82759;21;Rural;66.2;37;no;6.92;6;66.2;si;no
57035;22;Centro;8.4;0;no;10.0;9;86.9;no;no
33149;21;Oeste;6.4;23;no;7.65;9;64.3;no;no
42089;19;Rural;11.9;18;no;7.18;7;81.5;no;no
99296;19;Norte;10.2;0;no;5.62;7;83.0;no;no
39646;20;Oeste;15.1;20;no;7.61;6;76.0;no;no
94148;20;Centro;6.7;30;no;7.58;9;65.9;no;no
54923;19;Centro;2.0;15;no;6.94;6;80.7;no;no
44114;25;Sur;18.0;26;si;9.18;8;75.9;no;no
81656;26;Rural;7.5;13;si;4.85;1;55.7;si;si
83114;17;Centro;11.6;2;si;8.76;5;73.1;no;no
73272;21;Centro;9.9;7;no;6.8;7;65.3;no;no
86029;23;Centro;12.8;2;no;8.8;7;67.0;no;no
91801;20;Oeste;1.2;23;no;8.22;8;58.2;si;si
26602;25;Rural;47.9;20;si;6.06;5;48.4;no;no
57348;20;Rural;19.0;23;no;4.16;1;77.4;no;si
91538;21;Centro;4.1;0;no;9.68;9;77.6;no;no
46680;19;Norte;1.1;12;no;5.62;4;70.7;no;no
22487;21;Oeste;2.7;2;si;9.09;8;80.6;si;no
38765;20;Oeste;1.4;30;no;5.06;4;68.6;no;no
41170;24;Rural;4.0;27;no;4.6;4;66.7;no;no
69795;21;Oeste;13.2;2;no;6.8;5;75.0;no;no
31934;23;Oeste;16.3;32;si;6.86;6;66.9;no;no
93127;26;Sur;15.2;35;no;5.52;2;56.7;si;si
52853;24;Oeste;0.7;25;no;5.78;4;73.1;no;no
79706;18;Sur;1.4;15;no;8.92;9;71.5;no;no
62426;20;Sur;9.3;34;si;6.46;4;62.5;si;si
44024;25;Oeste;20.5;25;no;7.43;6;65.8;no;no
55905;21;Centro;4.3;0;no;9.62;9;80.3;no;no
93291;21;Sur;3.8;37;no;5.72;5;57.6;si;no
91573;19;Norte;7.5;1;no;6.31;3;96.1;no;no
42467;22;Norte;3.9;31;no;6.41;5;76.9;no;no
71188;20;Norte;15.2;9;si;9.27;9;79.8;no;no
24316;21;Sur;4.8;30;no;7.46;9;70.4;si;no
62648;19;Oeste;0.7;21;si;7.3;7;68.6;si;no
80141;21;Rural;2.3;31;si;7.57;7;73.0;si;no
36866;17;Centro;1.0;5;si;9.97;9;86.4;no;no
23262;26;Oeste;12.9;15;si;6.32;6;69.2;no;no
93884;18;Rural;6.1;19;no;5.26;4;62.7;no;si
59780;19;Oeste;9.3;28;no;6.34;7;73.9;no;no
74861;17;Norte;0.5;31;no;6.74;8;67.4;no;no
64519;20;Norte;7.1;0;no;6.18;5;82.7;no;no
23374;21;Oeste;0.6;22;no;5.48;5;65.1;si;no
60054;21;Centro;21.9;9;si;6.88;6;86.4;no;no
91562;19;Oeste;0.9;28;no;4.75;4;64.6;no;si
51380;25;Oeste;1.5;11;no;5.5;2;93.4;si;no
28252;20;Sur;1.7;23;no;6.5;3;65.6;no;no
69543;17;Centro;24.9;10;si;6.48;7;68.1;no;no
61138;24;Rural;28.2;33;si;5.67;6;67.3;no;no
67049;23;Oeste;0.7;31;no;4.38;4;68.1;no;si
99487;23;Norte;4.4;5;no;4.75;5;58.7;no;no
96176;22;Norte;10.1;33;no;7.68;6;51.5;no;no
25846;19;Centro;5.4;6;no;4.29;3;68.6;no;no
78448;22;Centro;1.1;14;no;5.68;6;65.0;no;no
39799;18;Oeste;5.1;22;no;6.07;7;76.7;no;no
27546;18;Rural;5.7;14;no;6.78;6;77.2;si;no
74692;24;Centro;6.6;7;no;7.79;9;76.6;no;no
74103;17;Centro;4.9;13;no;6.06;5;69.9;si;no
51484;27;Sur;7.2;27;no;5.14;4;56.5;si;si
47176;23;Rural;15.3;45;si;6.5;2;56.2;si;si
88875;19;Centro;8.0;16;no;5.04;6;77.5;no;si
54671;17;Sur;3.5;17;no;6.65;6;76.4;no;no
24362;20;Centro;8.5;15;si;9.29;9;57.0;no;no
97460;19;Oeste;0.7;1;si;6.01;2;81.0;no;no
64920;17;Norte;7.6;14;no;6.78;5;69.2;no;no
44062;20;Centro;15.3;0;no;7.6;6;77.8;no;no
55092;18;Norte;0.5;8;no;7.53;9;73.1;no;no
39095;17;Oeste;12.5;19;no;4.82;2;75.4;no;no
57582;17;Sur;12.2;9;no;6.18;6;77.6;no;no
33907;20;Oeste;8.6;21;no;5.77;3;67.2;no;no
29558;20;Norte;12.9;13;no;8.74;7;82.8;no;no
58124;17;Norte;10.2;4;no;8.86;8;77.3;no;no
62512;18;Rural;30.0;24;no;6.12;7;81.9;no;no
51643;22;Sur;0.7;18;no;6.22;5;81.2;no;no
63136;23;Centro;10.7;0;no;8.61;8;66.7;no;no
25202;18;Norte;13.9;28;no;10.0;9;77.2;no;no
35704;22;Centro;1.1;0;no;7.67;8;84.0;no;no
88291;19;Rural;7.8;21;no;8.27;7;56.7;no;no
22191;24;Centro;1.4;0;no;8.62;7;100.0;no;no
49234;19;Centro;20.3;0;no;7.35;8;84.2;no;no
43065;24;Sur;2.3;25;no;5.21;3;59.5;no;si
88494;19;Sur;2.7;23;no;6.13;5;73.9;no;no
68865;21;Centro;3.8;5;no;8.75;7;94.7;no;no
65007;22;Rural;38.4;11;si;5.82;6;63.5;no;no
33573;20;Rural;17.2;31;si;4.66;4;68.1;no;si
43718;21;Sur;9.6;21;si;6.58;5;72.0;si;no
53090;17;Norte;0.5;31;si;5.28;3;71.7;no;no
91876;20;Centro;2.2;0;no;6.33;3;83.4;no;no
65187;23;Sur;4.6;22;no;7.29;6;73.0;si;no
29317;17;Norte;1.9;4;no;8.6;7;74.2;no;no
35612;24;Oeste;0.5;27;si;6.28;6;66.5;si;no
21996;17;Centro;4.6;7;no;6.95;7;81.8;no;no
32901;22;Oeste;2.1;10;si;5.7;3;59.5;si;si
91182;23;Rural;11.1;23;no;4.68;0;68.1;no;si
54901;25;Rural;10.2;29;si;6.93;5;69.7;no;no
93951;26;Rural;5.7;38;si;3.64;1;63.6;si;si
46562;20;Centro;4.6;1;si;7.18;5;86.6;no;no
86457;19;Centro;2.8;2;no;7.8;7;82.7;no;no
33670;21;Rural;18.1;19;si;7.29;9;92.2;no;no
90761;24;Centro;3.0;0;si;7.42;4;65.9;si;no
60247;19;Rural;14.2;23;no;5.91;4;53.5;si;si
46889;19;Norte;10.9;7;no;7.51;6;91.0;no;no
63048;18;Norte;12.3;8;no;5.16;3;63.9;si;no
38757;20;Norte;8.1;0;no;7.61;4;79.3;si;no
66464;18;Norte;15.8;1;no;5.84;5;74.8;si;no
98147;20;Oeste;42.4;25;si;6.44;5;60.4;no;si
64731;20;Norte;2.9;0;no;7.68;4;76.3;no;no
63384;24;Sur;4.9;4;si;8.3;6;92.0;si;no
68331;19;Norte;7.4;10;si;8.16;6;74.7;no;no
59916;26;Rural;5.9;18;no;5.58;4;83.2;no;no
99274;19;Oeste;9.5;12;si;8.4;6;68.7;no;no
97240;26;Sur;13.1;33;no;3.4;3;65.5;no;si
37181;23;Norte;1.1;2;no;8.2;7;69.6;no;no
53299;21;Sur;13.9;33;no;5.7;4;63.8;no;no
88110;22;Oeste;10.5;27;no;5.67;6;73.2;no;no
57261;20;Centro;5.0;2;no;5.63;6;97.5;si;no
71027;26;Rural;90.0;18;si;5.33;2;59.2;no;si
67023;17;Centro;16.6;19;no;5.57;1;82.7;no;no
25030;23;Centro;34.7;4;no;6.61;7;74.2;no;no
37618;20;Oeste;8.5;25;no;3.66;4;73.6;no;no
84962;17;Centro;11.3;0;no;7.86;7;99.2;no;no
75352;17;Oeste;3.8;18;no;5.44;5;69.5;si;no
39524;23;Oeste;12.1;22;si;3.41;3;58.4;si;si
20300;22;Oeste;3.7;12;no;3.98;2;81.7;si;si
35749;24;Sur;1.8;22;no;5.68;5;89.2;no;no
74149;26;Sur;4.0;8;no;7.1;7;86.0;no;no
43684;20;Norte;6.7;32;no;7.58;8;94.5;no;no
